ID_reporte,fecha_reporte,ID_clima,id_producto,ID_finca,PH,Tipo_cafe,ubicacion,hectarias,Humedad,Temperatura,Fecha_clima
5140,2025-05-03,204,4,101,6.1,Liberica,Huila,17,84.0,18.5,2025-05-03
10394,2025-05-23,204,3,104,6.9,Excelsa,Caldas,5,91.0,20.7,2025-05-23
6124,2025-05-02,204,1,101,6.0,Arábica,Antioquia,14,75.0,23.5,2025-05-02
1001,2025-05-07,202,1,103,5.4,Arábica,Caldas,16,84.0,28.9,2025-05-07
2865,2025-05-20,204,3,105,6.2,Arábica,Tolima,15,61.0,-5.0,2025-05-20
1544,2025-05-03,203,3,101,6.3,Desconocido,Tolima,9,87.0,26.2,2025-05-03
1350,2025-05-28,204,2,101,6.0,Robusta,Huila,12,61.0,27.8,2025-05-28
7907,2025-05-28,202,3,103,5.1,Liberica,Nariño,17,93.0,23.6,2025-05-28
10766,2025-05-26,203,2,102,6.7,Arábica,Huila,5,71.0,20.7,2025-05-26
3524,2025-05-27,204,4,103,6.1,Arábica,Nariño,7,95.0,21.2,2025-05-27
4465,2025-05-20,201,1,103,6.5,Robusta,Nariño,13,69.0,28.9,2025-05-20
1458,2025-05-12,204,1,101,7.0,Excelsa,Nariño,6,91.0,18.9,2025-05-12
4024,2025-05-12,203,2,103,5.7,Arábica,Nariño,12,93.0,18.8,2025-05-12
8262,2025-05-19,202,3,101,5.7,Arábica,Nariño,6,80.0,18.9,2025-05-19
10516,2025-05-02,203,2,102,6.4,Robusta,Nariño,12,88.0,24.5,2025-05-02
8873,2025-05-27,204,1,105,5.8,Excelsa,Caldas,19,66.0,21.4,2025-05-27
7626,2025-05-19,201,3,105,5.0,Robusta,Caldas,16,69.0,26.7,2025-05-19
3535,2025-05-12,202,3,103,5.4,Robusta,Huila,16,65.0,28.8,2025-05-12
1132,2025-05-22,204,1,102,5.3,Liberica,Nariño,7,82.0,,2025-05-22
4705,2025-05-24,202,3,102,5.2,Excelsa,Caldas,15,72.0,23.8,2025-05-24
2373,2025-05-16,201,1,103,6.4,Liberica,Huila,9,68.0,28.6,2025-05-16
7201,2025-05-28,204,1,102,5.5,Robusta,Tolima,18,77.0,25.9,2025-05-28
5857,2025-05-04,204,1,105,5.9,Excelsa,Nariño,16,83.0,21.3,2025-05-04
5713,2025-05-28,202,2,101,5.3,Robusta,Caldas,6,75.0,26.9,2025-05-28
6545,2025-05-12,203,3,104,6.8,Excelsa,Huila,16,,19.7,2025-05-12
2414,2025-05-10,204,3,104,5.7,Arábica,Caldas,16,93.0,29.5,2025-05-10
5114,2025-05-19,201,2,105,5.2,Robusta,Huila,19,72.0,21.1,2025-05-19
1656,2025-05-27,204,2,103,5.7,Excelsa,Nariño,10,90.0,20.7,2025-05-27
9138,2025-05-04,204,3,103,5.8,Liberica,Tolima,15,83.0,24.3,2025-05-04
5099,2025-05-22,204,3,102,6.2,Liberica,Nariño,19,87.0,20.2,2025-05-22
1593,2025-05-26,204,4,104,6.4,Excelsa,Nariño,20,82.0,19.6,2025-05-26
9709,2025-05-10,201,2,105,5.3,Excelsa,Huila,9,76.0,21.3,2025-05-10
4124,2025-05-04,203,1,104,5.7,Robusta,Antioquia,10,80.0,27.3,2025-05-04
4048,2025-05-18,201,3,102,6.7,Excelsa,Huila,19,83.0,28.5,2025-05-18
4888,2025-05-20,202,2,104,5.5,Robusta,Huila,15,95.0,25.5,2025-05-20
6736,2025-05-03,204,2,104,6.8,Liberica,Nariño,17,86.0,20.8,2025-05-03
3185,2025-05-24,204,4,103,6.3,Excelsa,Nariño,12,91.0,28.1,2025-05-24
3146,2025-05-22,204,3,101,6.8,Arábica,Huila,18,88.0,25.7,2025-05-22
8048,2025-05-23,201,1,104,99.9,Excelsa,Nariño,13,75.0,23.2,2025-05-23
4106,2025-05-22,203,1,104,5.7,Excelsa,Antioquia,16,74.0,18.9,2025-05-22
10234,2025-05-24,202,1,104,6.2,Liberica,Antioquia,16,,19.5,2025-05-24
10097,2025-05-30,203,3,105,5.5,Liberica,Tolima,6,64.0,18.7,2025-05-30
3770,2025-05-07,203,3,104,6.3,Arábica,Antioquia,9,64.0,24.7,2025-05-07
6222,2025-05-28,203,4,103,5.5,Arábica,Nariño,19,,25.7,2025-05-28
6834,2025-05-23,204,1,105,5.3,Liberica,Nariño,13,84.0,20.8,2025-05-23
2733,2025-05-04,203,1,105,6.1,Robusta,Caldas,18,87.0,25.1,2025-05-04
1266,2025-05-14,203,2,101,6.2,Excelsa,Tolima,8,88.0,18.3,2025-05-14
6145,2025-05-09,204,1,104,5.1,Robusta,Huila,17,89.0,29.2,2025-05-09
9268,2025-05-31,201,4,102,6.1,Robusta,Caldas,9,63.0,29.0,2025-05-31
4938,2025-05-06,201,3,104,6.4,Excelsa,Antioquia,5,69.0,19.9,2025-05-06
1762,2025-05-06,204,1,103,5.3,Arábica,Antioquia,9,63.0,20.4,2025-05-06
8221,2025-05-06,204,2,101,6.6,Robusta,Tolima,18,94.0,25.9,2025-05-06
9440,2025-05-22,202,3,101,5.9,Liberica,Tolima,20,64.0,29.5,2025-05-22
4258,2025-05-15,203,4,104,5.1,Excelsa,Caldas,9,95.0,21.1,2025-05-15
5339,2025-05-07,202,3,102,5.4,Excelsa,Antioquia,12,73.0,25.8,2025-05-07
5363,2025-05-31,202,4,104,5.2,Liberica,Nariño,20,77.0,19.2,2025-05-31
1317,2025-05-28,201,1,104,5.8,Arábica,Caldas,16,75.0,20.0,2025-05-28
9070,2025-05-15,201,4,101,5.8,Robusta,Nariño,9,88.0,18.9,2025-05-15
2852,2025-05-19,203,4,105,6.7,Robusta,Tolima,6,86.0,21.2,2025-05-19
3485,2025-05-18,204,2,102,6.6,Arábica,Huila,7,71.0,28.9,2025-05-18
10874,2025-05-12,203,4,105,6.9,Liberica,Caldas,10,68.0,20.2,2025-05-12
10575,2025-05-20,202,1,101,6.9,Robusta,Caldas,11,74.0,26.9,2025-05-20
2079,2025-05-25,203,4,104,6.0,Liberica,Tolima,19,75.0,21.6,2025-05-25
9359,2025-05-30,203,4,103,6.2,Excelsa,Tolima,10,84.0,28.7,2025-05-30
8334,2025-05-24,203,1,101,6.3,Arábica,Caldas,9,84.0,28.7,2025-05-24
2072,2025-05-24,202,3,102,6.0,Arábica,Antioquia,20,90.0,29.2,2025-05-24
1104,2025-05-04,204,4,103,5.3,Robusta,Antioquia,19,66.0,26.9,2025-05-04
6749,2025-05-27,203,1,103,6.0,Excelsa,Huila,13,79.0,28.5,2025-05-27
2419,2025-05-06,202,2,105,6.4,Robusta,Antioquia,20,81.0,29.3,2025-05-06
2659,2025-05-15,202,4,102,5.3,Robusta,Huila,12,78.0,21.0,2025-05-15
6285,2025-05-05,203,2,105,6.9,Robusta,Huila,10,76.0,23.1,2025-05-05
2150,2025-05-06,202,4,105,6.4,Arábica,Tolima,17,84.0,21.4,2025-05-06
8151,2025-05-15,204,3,102,7.0,Liberica,Antioquia,15,75.0,27.4,2025-05-15
2569,2025-05-10,204,2,102,6.5,Excelsa,Tolima,20,67.0,20.5,2025-05-10
2088,2025-05-05,201,1,104,6.8,Arábica,Huila,14,85.0,21.0,2025-05-05
7086,2025-05-05,202,2,105,5.0,Robusta,Antioquia,14,90.0,24.7,2025-05-05
9675,2025-05-22,203,1,103,5.7,Arábica,Nariño,6,63.0,,2025-05-22
9342,2025-05-17,201,4,103,6.4,Excelsa,Tolima,13,76.0,,2025-05-17
8812,2025-05-02,202,2,104,6.1,Arábica,Huila,10,84.0,23.7,2025-05-02
7085,2025-05-31,203,4,105,6.6,Excelsa,Antioquia,8,91.0,19.0,2025-05-31
9774,2025-05-17,202,3,104,5.8,Excelsa,Huila,13,62.0,24.3,2025-05-17
9758,2025-05-28,202,4,105,5.3,Excelsa,Nariño,19,93.0,24.9,2025-05-28
2693,2025-05-29,201,3,103,6.3,Excelsa,Caldas,6,80.0,21.2,2025-05-29
5735,2025-05-31,204,3,105,5.1,Arábica,Antioquia,10,62.0,26.6,2025-05-31
4388,2025-05-15,203,2,102,5.6,Arábica,Caldas,12,94.0,23.5,2025-05-15
4647,2025-05-01,204,3,101,5.1,Arábica,Nariño,14,93.0,29.0,2025-05-01
2684,2025-05-08,201,3,103,6.9,Liberica,Nariño,7,,22.2,2025-05-08
1009,2025-05-25,202,2,104,,Arábica,Caldas,13,63.0,19.8,2025-05-25
7063,2025-05-04,203,3,102,5.2,Excelsa,Huila,12,71.0,23.1,2025-05-04
7517,2025-05-14,204,1,104,5.2,Liberica,Tolima,7,89.0,,2025-05-14
5124,2025-05-18,203,3,104,5.7,Excelsa,Caldas,16,87.0,26.2,2025-05-18
9730,2025-05-26,202,4,104,6.9,Liberica,Caldas,11,85.0,18.1,2025-05-26
7046,2025-05-17,203,2,101,5.4,Liberica,Antioquia,20,80.0,29.6,2025-05-17
1568,2025-05-21,202,4,101,5.3,Robusta,Nariño,8,,26.0,2025-05-21
10162,2025-05-11,202,1,105,,Robusta,Caldas,11,67.0,23.3,2025-05-11
2804,2025-05-15,201,4,101,5.6,Robusta,Nariño,14,88.0,24.2,2025-05-15
9502,2025-05-12,204,4,104,6.6,Arábica,Caldas,7,82.0,26.9,2025-05-12
5901,2025-05-09,203,2,102,5.7,Excelsa,Nariño,17,78.0,24.0,2025-05-09
2600,2025-05-30,204,3,104,6.7,Liberica,Huila,20,95.0,25.6,2025-05-30
8932,2025-05-28,201,3,103,5.2,Excelsa,Caldas,9,67.0,25.5,2025-05-28
10548,2025-05-09,203,4,101,5.6,Excelsa,Caldas,16,95.0,21.8,2025-05-09
3824,2025-05-21,203,1,103,5.3,Robusta,Antioquia,15,89.0,22.5,2025-05-21
6468,2025-05-01,204,1,105,6.4,Excelsa,Caldas,17,61.0,24.8,2025-05-01
4530,2025-05-31,202,4,104,5.9,Liberica,Antioquia,7,65.0,19.7,2025-05-31
9684,2025-05-31,204,2,101,6.8,Liberica,Antioquia,17,92.0,28.3,2025-05-31
2156,2025-05-21,202,4,101,6.4,Liberica,Antioquia,19,,25.6,2025-05-21
7548,2025-05-04,202,3,103,6.1,Excelsa,Nariño,10,91.0,27.0,2025-05-04
10089,2025-05-13,201,1,104,6.5,Liberica,Nariño,13,72.0,,2025-05-13
8621,2025-05-18,201,1,103,6.4,Excelsa,Tolima,8,65.0,23.9,2025-05-18
9297,2025-05-30,201,2,104,6.5,Arábica,Antioquia,14,87.0,22.7,2025-05-30
5541,2025-05-15,201,3,102,5.6,Liberica,Tolima,18,78.0,23.1,2025-05-15
10135,2025-05-14,203,4,104,6.4,Excelsa,??,19,74.0,19.6,2025-05-14
7483,2025-05-13,201,3,104,5.3,Robusta,Caldas,6,77.0,21.9,2025-05-13
6827,2025-05-14,204,4,102,5.6,Excelsa,Caldas,6,75.0,20.7,2025-05-14
2191,2025-05-18,203,1,104,5.9,Arábica,Huila,16,64.0,26.5,2025-05-18
8445,2025-05-05,203,1,103,5.0,Excelsa,Nariño,17,78.0,21.8,2025-05-05
9521,2025-05-07,201,2,103,6.5,Liberica,Nariño,9,80.0,19.2,2025-05-07
1961,2025-05-15,204,2,101,6.9,Liberica,Nariño,14,80.0,28.4,2025-05-15
8455,2025-05-26,203,1,104,5.8,Excelsa,Nariño,8,90.0,29.2,2025-05-26
1037,2025-05-01,204,4,104,,Arábica,Caldas,6,86.0,25.6,2025-05-01
8517,2025-05-24,204,3,103,6.0,Excelsa,Antioquia,15,86.0,29.3,2025-05-24
8645,2025-05-10,202,4,101,,Liberica,Tolima,7,89.0,27.1,2025-05-10
5439,2025-05-30,203,1,101,6.3,Arábica,Huila,19,95.0,,2025-05-30
7162,2025-05-20,201,3,102,,Excelsa,Caldas,14,91.0,25.0,2025-05-20
8745,2025-05-23,202,4,105,6.5,Excelsa,Caldas,5,93.0,25.3,2025-05-23
10588,2025-05-31,202,3,104,6.5,Arábica,Antioquia,11,94.0,24.2,2025-05-31
9120,2025-05-13,203,3,103,5.1,Arábica,Antioquia,18,84.0,29.7,2025-05-13
7968,2025-05-14,204,1,104,6.5,Robusta,Nariño,16,68.0,28.3,2025-05-14
6719,2025-05-22,202,2,103,5.1,Arábica,Nariño,12,68.0,23.7,2025-05-22
1578,2025-05-31,201,2,102,5.3,Robusta,Nariño,14,70.0,21.5,2025-05-31
10834,2025-05-11,201,2,104,6.1,Excelsa,Tolima,15,93.0,,2025-05-11
5103,2025-05-13,204,4,105,6.2,Robusta,Antioquia,9,75.0,27.1,2025-05-13
8647,2025-05-20,201,1,105,5.3,Excelsa,Nariño,10,68.0,24.6,2025-05-20
5152,2025-05-15,202,4,101,5.4,Robusta,Caldas,12,71.0,27.1,2025-05-15
4131,2025-05-24,201,4,103,6.3,Robusta,Antioquia,18,66.0,29.8,2025-05-24
5891,2025-05-12,203,3,105,5.9,Robusta,Nariño,8,,27.8,2025-05-12
10976,2025-05-18,201,3,101,6.4,Liberica,Huila,13,65.0,21.3,2025-05-18
8472,2025-05-04,204,3,104,6.3,Robusta,Caldas,18,73.0,25.5,2025-05-04
2834,2025-05-03,201,3,105,6.2,Arábica,Nariño,12,69.0,-5.0,2025-05-03
10149,2025-05-20,201,2,102,6.3,Liberica,Nariño,11,86.0,29.3,2025-05-20
5892,2025-05-14,203,4,103,6.5,Arábica,Antioquia,15,74.0,23.0,2025-05-14
3288,2025-05-31,204,4,101,6.9,Excelsa,Antioquia,6,68.0,24.3,2025-05-31
2331,2025-05-29,203,4,103,5.1,Robusta,Huila,20,65.0,24.2,2025-05-29
3772,2025-05-13,202,2,104,5.5,Excelsa,Tolima,10,88.0,18.5,2025-05-13
4687,2025-05-07,204,1,103,5.7,Liberica,Nariño,12,,23.0,2025-05-07
9284,2025-05-28,204,2,101,5.8,Excelsa,Huila,16,75.0,21.5,2025-05-28
6929,2025-05-12,201,2,103,6.2,Arábica,Tolima,10,94.0,19.4,2025-05-12
1638,2025-05-31,202,3,101,6.2,Excelsa,Huila,20,76.0,18.3,2025-05-31
1048,2025-05-31,201,1,104,5.0,Arábica,Nariño,14,89.0,25.9,2025-05-31
3603,2025-05-18,203,4,103,5.9,Excelsa,Tolima,19,87.0,22.3,2025-05-18
2966,2025-05-07,204,2,102,5.7,Excelsa,Antioquia,20,91.0,25.3,2025-05-07
3169,2025-05-23,201,1,104,5.1,Liberica,Tolima,9,74.0,19.3,2025-05-23
6050,2025-05-08,202,2,105,6.4,Liberica,Tolima,18,75.0,22.2,2025-05-08
4335,2025-05-25,202,2,103,6.4,Excelsa,Antioquia,8,84.0,22.6,2025-05-25
4020,2025-05-28,204,4,102,5.4,Liberica,Caldas,10,73.0,24.0,2025-05-28
9765,2025-05-30,204,1,103,6.9,Robusta,Antioquia,5,72.0,21.3,2025-05-30
10177,2025-05-24,203,1,103,6.9,Robusta,Nariño,7,83.0,29.0,2025-05-24
2361,2025-05-17,203,1,105,5.5,Excelsa,Antioquia,7,80.0,29.4,2025-05-17
6799,2025-05-20,204,1,104,5.2,Excelsa,Tolima,7,95.0,19.0,2025-05-20
10401,2025-05-06,203,3,101,5.4,Excelsa,Tolima,8,71.0,20.4,2025-05-06
4252,2025-05-27,203,1,104,,Robusta,Antioquia,19,82.0,19.8,2025-05-27
7301,2025-05-21,201,3,105,,Excelsa,Tolima,12,70.0,28.7,2025-05-21
3252,2025-05-21,204,3,103,7.0,Excelsa,Caldas,18,78.0,19.2,2025-05-21
7028,2025-05-05,203,4,103,5.4,Liberica,Antioquia,18,74.0,24.3,2025-05-05
2176,2025-05-30,204,3,101,6.9,Liberica,Nariño,13,71.0,29.8,2025-05-30
9800,2025-05-29,203,1,101,6.3,Robusta,Caldas,19,61.0,21.1,2025-05-29
4280,2025-05-22,201,4,102,6.3,Liberica,Nariño,12,81.0,28.4,2025-05-22
3974,2025-05-28,201,4,104,5.0,Excelsa,Antioquia,13,69.0,25.9,2025-05-28
4397,2025-05-21,203,3,103,6.9,Arábica,Nariño,6,68.0,22.3,2025-05-21
7940,2025-05-15,203,4,101,6.9,Robusta,Nariño,9,60.0,18.3,2025-05-15
1966,2025-05-15,203,1,105,6.7,Robusta,Huila,17,71.0,29.7,2025-05-15
9575,2025-05-03,204,2,103,5.8,Excelsa,Huila,11,75.0,26.0,2025-05-03
1743,2025-05-26,203,3,104,5.9,Liberica,Nariño,17,95.0,25.5,2025-05-26
8515,2025-05-03,202,2,102,5.4,Excelsa,Tolima,9,91.0,22.3,2025-05-03
4315,2025-05-09,204,1,105,6.4,Robusta,Nariño,14,71.0,20.5,2025-05-09
5899,2025-05-27,202,2,104,5.5,Excelsa,Huila,10,94.0,19.9,2025-05-27
10341,2025-05-22,201,1,101,6.5,Liberica,Tolima,17,80.0,18.4,2025-05-22
5673,2025-05-15,201,2,101,5.8,Liberica,Huila,18,95.0,19.9,2025-05-15
9619,2025-05-28,203,4,105,6.7,Excelsa,Antioquia,9,78.0,25.5,2025-05-28
2218,2025-05-24,203,4,105,5.8,Liberica,Caldas,7,63.0,21.7,2025-05-24
5398,2025-05-08,203,3,104,6.7,Robusta,Tolima,9,63.0,24.2,2025-05-08
7081,2025-05-14,204,1,104,6.9,Robusta,Nariño,8,61.0,28.5,2025-05-14
3615,2025-05-16,204,3,103,6.4,Robusta,Caldas,6,78.0,28.6,2025-05-16
3621,2025-05-06,201,4,103,7.0,Robusta,Nariño,5,69.0,22.7,2025-05-06
9715,2025-05-23,203,4,101,7.0,Excelsa,Nariño,8,72.0,24.0,2025-05-23
8283,2025-05-03,202,4,102,,Robusta,Tolima,11,92.0,18.9,2025-05-03
4380,2025-05-24,203,3,104,6.8,Arábica,Nariño,16,74.0,25.2,2025-05-24
8302,2025-05-12,201,3,103,5.9,Liberica,Tolima,5,,20.0,2025-05-12
10858,2025-05-13,204,4,104,5.7,Arábica,Tolima,20,95.0,23.1,2025-05-13
6606,2025-05-03,201,2,102,5.5,Excelsa,Caldas,13,71.0,26.6,2025-05-03
10814,2025-05-17,204,4,102,5.4,Robusta,Antioquia,8,72.0,27.7,2025-05-17
6787,2025-05-03,203,3,105,6.2,Excelsa,Tolima,10,,23.9,2025-05-03
9519,2025-05-20,204,3,104,6.4,Arábica,Tolima,8,91.0,21.6,2025-05-20
7851,2025-05-30,203,3,104,6.1,Excelsa,Caldas,11,80.0,23.5,2025-05-30
2517,2025-05-28,204,2,102,6.2,Excelsa,Caldas,13,75.0,23.2,2025-05-28
6099,2025-05-22,202,3,105,6.7,Arábica,Nariño,12,,23.0,2025-05-22
8637,2025-05-27,203,4,103,6.8,Liberica,Huila,20,84.0,,2025-05-27
10086,2025-05-07,201,2,101,99.9,Robusta,Nariño,10,90.0,27.3,2025-05-07
9024,2025-05-08,203,2,102,5.1,Excelsa,Caldas,13,81.0,27.0,2025-05-08
3393,2025-05-31,204,4,105,6.4,Liberica,Nariño,12,79.0,20.5,2025-05-31
1587,2025-05-10,203,3,101,6.8,Excelsa,Caldas,16,95.0,28.7,2025-05-10
4520,2025-05-20,202,3,103,5.5,Liberica,Antioquia,19,77.0,28.0,2025-05-20
8654,2025-05-10,201,4,104,5.3,Desconocido,Huila,6,95.0,19.6,2025-05-10
9947,2025-05-24,201,4,101,6.4,Robusta,Tolima,16,92.0,27.8,2025-05-24
1851,2025-05-02,203,2,101,5.8,Desconocido,Huila,18,86.0,29.4,2025-05-02
1336,2025-05-22,202,4,105,5.7,Liberica,Antioquia,20,63.0,,2025-05-22
7635,2025-05-26,204,3,101,5.3,Robusta,Nariño,6,73.0,19.9,2025-05-26
9973,2025-05-08,201,3,101,5.7,Arábica,Huila,19,,26.6,2025-05-08
8494,2025-05-22,202,1,102,6.6,Robusta,Caldas,7,60.0,24.2,2025-05-22
3869,2025-05-28,202,2,103,5.3,Arábica,Huila,15,73.0,18.5,2025-05-28
5873,2025-05-31,204,4,105,5.5,Liberica,Tolima,6,61.0,19.1,2025-05-31
4551,2025-05-04,203,1,101,5.3,Desconocido,Caldas,11,62.0,27.0,2025-05-04
4843,2025-05-13,204,4,103,6.0,Liberica,Huila,14,95.0,25.2,2025-05-13
8263,2025-05-27,203,1,104,6.7,Robusta,Nariño,7,71.0,-5.0,2025-05-27
6825,2025-05-30,203,3,104,5.2,Arábica,Nariño,14,63.0,20.1,2025-05-30
1024,2025-05-23,201,3,103,6.8,Arábica,Tolima,6,63.0,23.4,2025-05-23
2454,2025-05-13,201,1,102,5.6,Liberica,Caldas,12,79.0,24.9,2025-05-13
2685,2025-05-15,201,4,101,5.8,Excelsa,Huila,8,95.0,,2025-05-15
3311,2025-05-24,203,1,102,6.8,Excelsa,Tolima,14,60.0,20.2,2025-05-24
10064,2025-05-15,203,4,105,5.5,Excelsa,Tolima,8,72.0,19.5,2025-05-15
10407,2025-05-14,204,1,101,5.2,Excelsa,Nariño,5,67.0,27.6,2025-05-14
1382,2025-05-08,204,2,101,5.1,Arábica,Caldas,6,62.0,,2025-05-08
6815,2025-05-31,203,1,105,5.8,Arábica,Antioquia,5,93.0,23.3,2025-05-31
6551,2025-05-18,201,2,105,6.3,Arábica,Tolima,16,95.0,29.3,2025-05-18
10309,2025-05-21,204,1,101,6.4,Robusta,Huila,5,83.0,28.3,2025-05-21
2619,2025-05-23,203,2,102,5.4,Arábica,Huila,14,91.0,24.4,2025-05-23
1790,2025-05-17,203,1,102,6.8,Liberica,Nariño,5,86.0,24.1,2025-05-17
6984,2025-05-15,203,3,103,,Robusta,Tolima,6,78.0,26.3,2025-05-15
9673,2025-05-06,203,4,105,6.4,Robusta,Caldas,6,91.0,25.6,2025-05-06
5476,2025-05-23,202,4,103,6.3,Liberica,Tolima,9,65.0,22.8,2025-05-23
6607,2025-05-22,201,1,102,6.5,Robusta,Caldas,10,89.0,29.2,2025-05-22
10313,2025-05-07,203,1,105,6.9,Arábica,Nariño,5,94.0,20.9,2025-05-07
6649,2025-05-17,201,3,103,6.9,Robusta,Tolima,18,,28.1,2025-05-17
7217,2025-05-28,202,1,104,6.8,Excelsa,Caldas,9,87.0,19.6,2025-05-28
3287,2025-05-10,201,2,101,6.5,Liberica,Antioquia,13,93.0,19.1,2025-05-10
10994,2025-05-29,204,2,105,5.5,Arábica,Nariño,8,65.0,19.5,2025-05-29
8579,2025-05-02,203,4,103,6.1,Liberica,Nariño,10,65.0,29.1,2025-05-02
2184,2025-05-06,204,4,105,5.5,Liberica,Tolima,10,91.0,20.6,2025-05-06
7002,2025-05-12,203,3,103,5.0,Robusta,Antioquia,17,79.0,28.1,2025-05-12
6091,2025-05-16,202,3,104,6.4,Robusta,Tolima,8,,24.4,2025-05-16
3517,2025-05-01,204,4,103,5.1,Excelsa,Nariño,6,,18.7,2025-05-01
5123,2025-05-28,202,1,103,6.9,Arábica,Caldas,11,63.0,23.3,2025-05-28
6522,2025-05-06,201,1,104,5.0,Excelsa,Huila,17,73.0,26.9,2025-05-06
6628,2025-05-09,201,4,105,6.9,Liberica,Tolima,14,87.0,,2025-05-09
9361,2025-05-16,203,4,105,5.7,Arábica,Nariño,12,84.0,-5.0,2025-05-16
6873,2025-05-30,203,1,104,6.3,Liberica,Antioquia,7,91.0,29.0,2025-05-30
9613,2025-05-11,201,4,101,5.9,Arábica,Tolima,18,69.0,26.0,2025-05-11
8728,2025-05-21,202,4,104,6.2,Excelsa,Nariño,10,87.0,20.1,2025-05-21
6969,2025-05-30,202,1,102,6.9,Liberica,Tolima,14,69.0,27.6,2025-05-30
2181,2025-05-13,204,3,102,6.2,Liberica,Huila,13,73.0,24.9,2025-05-13
9763,2025-05-08,202,1,102,5.3,Liberica,Huila,8,73.0,23.3,2025-05-08
9236,2025-05-22,204,3,101,5.1,Robusta,Nariño,11,83.0,28.2,2025-05-22
3819,2025-05-14,203,3,105,6.7,Robusta,Tolima,20,,24.3,2025-05-14
10965,2025-05-05,203,2,105,,Arábica,Huila,6,75.0,25.4,2025-05-05
9704,2025-05-05,202,3,102,6.6,Excelsa,Huila,6,74.0,25.2,2025-05-05
7609,2025-05-28,203,1,101,5.4,Robusta,Caldas,13,,25.9,2025-05-28
3821,2025-05-25,202,3,102,5.6,Excelsa,Tolima,7,66.0,27.0,2025-05-25
8536,2025-05-05,201,2,105,5.3,Arábica,??,13,87.0,19.3,2025-05-05
3261,2025-05-09,203,2,104,6.3,Robusta,Tolima,5,64.0,18.2,2025-05-09
3240,2025-05-26,203,3,103,5.5,Excelsa,Tolima,7,82.0,25.5,2025-05-26
7022,2025-05-01,201,2,103,5.1,Arábica,Huila,8,84.0,18.3,2025-05-01
1783,2025-05-09,203,3,104,5.1,Desconocido,Caldas,12,89.0,19.7,2025-05-09
1933,2025-05-26,204,4,102,5.6,Robusta,Tolima,18,64.0,25.2,2025-05-26
7203,2025-05-03,204,2,101,6.3,Robusta,Caldas,14,74.0,24.8,2025-05-03
3413,2025-05-18,202,3,101,6.9,Excelsa,Caldas,7,67.0,,2025-05-18
7998,2025-05-10,203,2,103,7.0,Robusta,Antioquia,5,65.0,24.4,2025-05-10
10116,2025-05-19,204,4,101,5.4,Liberica,Nariño,17,74.0,,2025-05-19
2157,2025-05-10,203,4,103,6.0,Excelsa,Caldas,6,60.0,22.1,2025-05-10
9108,2025-05-15,204,4,105,5.9,Robusta,Antioquia,11,61.0,24.8,2025-05-15
6806,2025-05-18,201,2,102,6.4,Robusta,Antioquia,11,61.0,22.3,2025-05-18
5880,2025-05-06,204,3,103,6.3,Arábica,Nariño,20,60.0,21.7,2025-05-06
4310,2025-05-30,203,2,104,5.7,Robusta,Caldas,15,78.0,22.5,2025-05-30
9962,2025-05-29,204,4,103,5.9,Robusta,Huila,15,78.0,27.4,2025-05-29
2703,2025-05-03,203,4,103,5.1,Arábica,Nariño,6,85.0,24.8,2025-05-03
3493,2025-05-14,204,3,105,6.4,Robusta,Huila,5,63.0,19.6,2025-05-14
4707,2025-05-16,204,4,104,7.0,Excelsa,Huila,9,79.0,18.8,2025-05-16
9277,2025-05-20,204,1,102,5.6,Arábica,Caldas,13,84.0,26.4,2025-05-20
1287,2025-05-01,204,1,102,5.7,Arábica,Nariño,18,71.0,20.2,2025-05-01
2609,2025-05-04,201,3,102,6.9,Liberica,Tolima,5,63.0,24.6,2025-05-04
7632,2025-05-21,203,2,105,5.2,Liberica,Antioquia,10,91.0,21.4,2025-05-21
9279,2025-05-11,202,2,105,6.1,Desconocido,Nariño,20,81.0,18.2,2025-05-11
8316,2025-05-23,201,3,105,6.2,Liberica,Huila,10,76.0,19.5,2025-05-23
3253,2025-05-10,203,2,104,6.9,Robusta,Nariño,7,75.0,27.1,2025-05-10
8416,2025-05-17,204,3,103,,Robusta,??,10,73.0,26.9,2025-05-17
9366,2025-05-31,203,3,103,99.9,Arábica,Huila,18,79.0,,2025-05-31
2892,2025-05-28,204,4,103,6.9,Arábica,Nariño,13,83.0,25.6,2025-05-28
6063,2025-05-13,201,1,102,5.3,Robusta,Nariño,15,85.0,25.3,2025-05-13
7121,2025-05-21,201,4,102,6.1,Robusta,Caldas,13,64.0,25.6,2025-05-21
1564,2025-05-16,202,2,101,5.3,Arábica,Nariño,17,76.0,22.5,2025-05-16
1292,2025-05-26,201,3,105,5.3,Arábica,Nariño,16,86.0,28.9,2025-05-26
5717,2025-05-05,203,4,104,6.1,Liberica,Caldas,19,83.0,21.8,2025-05-05
8709,2025-05-07,202,3,103,7.0,Liberica,Nariño,8,80.0,21.1,2025-05-07
7350,2025-05-06,201,1,102,5.0,Excelsa,Tolima,6,83.0,23.2,2025-05-06
1170,2025-05-27,201,3,105,5.4,Excelsa,Caldas,17,70.0,,2025-05-27
1268,2025-05-29,202,1,101,,Arábica,Nariño,6,69.0,24.7,2025-05-29
5639,2025-05-19,204,2,102,6.8,Robusta,Huila,20,90.0,27.7,2025-05-19
8078,2025-05-19,201,1,101,5.7,Arábica,Huila,5,65.0,24.7,2025-05-19
